conference;""year"";""program chair"";""affiliation""",,,,
"SOSP;""1995"";""Mark Weiser"";""Xerox PARC""",,,,
"SOSP;""1997"";""Henry Levy"";""Univ. of Washington"," Seattle""",,,
"SOSP;""1999"";""John Wilkes"";""HP Laboratories""",,,,
"SOSP;""2001"";""M. Satyanarayanan"";""Carnegie Mellon University and lntel Research Pittsburgh""",,,,
"SOSP;""2003"";""Larry L. Peterson"";""Princeton University""",,,,
"SOSP;""2005"";""Ken Birman"";""Cornell University"," USA""",,,
"SOSP;""2007"";""M. Frans Kaashoek"";""MIT""",,,,
"SOSP;""2009"";""Jeanna N. Matthews"";""University of Washington""",,,,
"SOSP;""2011"";""Peter Druschel"";""MPI-SWS""",,,,
"SOSP;""2013"";""Michael Dahlin"";""Google and UT Austin""",,,,
"SOSP;""2015"";""Steven Hand"";""Google""",,,,
"SOSP;""2017"";""Lorenzo Alvisi"";""Cornell University""",,,,
"SOSP;""2017"";""Peter Chen"";""University of Michigan""",,,,
"TACAS;""1995"";""Ed Brinksma"";",,,,
"TACAS;""1995"";""Rance Cleaveland"";",,,,
"TACAS;""1995"";""Kim Guldstrand Larsen"";",,,,
"TACAS;""1995"";""Tiziana Margaria"";",,,,
"TACAS;""1995"";""Bernhard Steffen"";",,,,
"TACAS;""1996"";""Tiziana Margaria"";",,,,
"TACAS;""1996"";""Bernhard Steffen"";",,,,
"TACAS;""1997"";""Ed Brinksma"";",,,,
"TACAS;""1998"";""Bernhard Steffen"";",,,,
"TACAS;""1999"";""Rance Cleaveland"";""SUNY at Stony Brook"," USA""",,,
"TACAS;""2000"";""Susanne Graf"";""VERIMAG"," Grenoble""",,,
"TACAS;""2000"";""Michael I. Schwartzbach"";""BRICS"," Aarhus""",,,
"TACAS;""2001"";""Tiziana Margaria"";""Dortmund University""",,,,
"TACAS;""2001"";""Wang Yi"";""Uppsala University""",,,,
"TACAS;""2002"";""Joost-Pieter Katoen"";""University of Twente"," The Netherlands""",,,
"TACAS;""2002"";""Perdita Stevens"";""University of Edinburgh"," UK""",,,
"TACAS;""2003"";""Hubert Garavel"";""INRIA Rhöne-Alpes"," France""",,,
"TACAS;""2003"";""John Hatcliff"";""Kansas State University"," USA""",,,
"TACAS;""2004"";""Kurt Jensen"";""University of Aarhus""",,,,
"TACAS;""2004"";""Andreas Podelski"";""Max-Planck-Institut für Informatik""",,,,
"TACAS;""2005"";""Lenore Zuck"";""University of Illinois", Chicago," USA""",,
"TACAS;""2005"";""Nicolas Halbwachs"";""Vérimag/CNRS", Grenoble," France""",,
"TACAS;""2006"";""Holger Hermanns"";""Saarland University", Saarbrücken," Germany""",,
"TACAS;""2006"";""Jens Palsberg"";""UCLA"," USA""",,,
"TACAS;""2007"";""Orna Grumberg"";""TECHNION", Israel Institute of Technology," Israel""",,
"TACAS;""2007"";""Michael Huth"";""Imperial College London"," UK""",,,
"TACAS;""2008"";""C. R. Ramakrishnan"";""Stony Brook University""",,,,
"TACAS;""2008"";""Jakob Rehof"";""Universität Dortmund""",,,,
"TACAS;""2009"";""Stefan Kowalewski"";""RWTH Aachen""",,,,
"TACAS;""2009"";""Anna Philippou"";""University of Cyprus""",,,,
"TACAS;""2010"";""Javier Esparza"";""Technische Universität München""",,,,
"TACAS;""2010"";""Rupak Majumdar"";""University of California"," Los Angeles""",,,
"TACAS;""2011"";""Parosh Aziz Abdulla"";""Uppsala University""",,,,
"TACAS;""2011"";""K. Rustan M. Leino"";""Microsoft Research""",,,,
"TACAS;""2012"";""Cormac Flanagan"";""University of California at Santa Cruz""",,,,
"TACAS;""2012"";""Barbara König"";""University of Duisburg-Essen""",,,,
"TACAS;""2013"";""Nir Piterman"";""University of Leicester"," UK""",,,
"TACAS;""2013"";""Scott A. Smolka"";""State University of New York"," USA""",,,
"TACAS;""2014"";""Erika Ábrahám"";""RWTH Aachen""",,,,
"TACAS;""2014"";""Klaus Havelund"";""California Institute of Technology"," Pasadena""",,,
"TACAS;""2015"";""Christel Baier"";""Technical University of Dresden""",,,,
"TACAS;""2015"";""Cesare Tinelli"";""The University of Iowa""",,,,
"TACAS;""2016"";""Marsha Chechik"";""University of Toronto"," Canada""",,,
"TACAS;""2016"";""Jean-François Raskin"";""Université Libre de Bruxelles""",,,,
"TACAS;""2017"";""Axel Legay"";""INRIA Rennes"," FR""",,,
"TACAS;""2017"";""Tiziana Margaria"";""LERO"," IE""",,,
"TACAS;""2018"";""Dirk Beyer"";""LMU Munich"," DE""",,,
"TACAS;""2018"";""Marieke Huisman"";""Universiteit Twente"," NL""",,,
"APPROX;""1998"";""Jose D.P. Rolim"";""Geneva""",,,,
"APPROX;""2000"";""Klaus Jansen"";""University of Kiel""",,,,
"APPROX;""2002"";""Vijay Vazirani"";""Georgia Tech""",,,,
"APPROX;""2004"";""Sanjeev Khanna"";""University of Pennsylvania""",,,,
"APPROX;""2004"";""Dana Ron"";""Tel Aviv University and Radcliffe Institute"," Harvard""",,,
"APPROX;""2005"";""Chandra Chekuri"";""Lucent Bell Labs""",,,,
"APPROX;""2006"";""Uri Zwick"";""Tel Aviv University""",,,,
"APPROX;""2007"";""Moses Charikar"";""Princeton University""",,,,
"APPROX;""2008"";""Ashish Goel"";""Stanford University""",,,,
"APPROX;""2009"";""Joseph"";""Seffi Naor"," Technion - Israel Institute of Technology""",,,
"APPROX;""2010"";""Maria Serna"";""Universitat Politècnica de Catalunya""",,,,
"APPROX;""2011"";""R. Ravi 0001"";""Carnegie Mellon University""",,,,
"APPROX;""2012"";""Anupam Gupta"";""Carnegie Mellon University""",,,,
"APPROX;""2013"";""Prasad Raghavendra"";""University of California", Berkeley," USA""",,
"APPROX;""2014"";""Nikhil Devanur"";""Microsoft Research"," Redmond""",,,
"APPROX;""2015"";""Naveen Garg"";""IIT"," Delhi""",,,
"APPROX;""2016"";""Claire Mathieu"";""CNRS and ENS Paris""",,,,
"APPROX;""2017"";""David Williamson"";""Cornell University""",,,,
"APPROX;""2018"";""David Steurer"";""Cornell University""",,,,
"CADE;""1980"";""Wolfgang Bibel"";""München""",,,,
"CADE;""1980"";""Robert Kowalski"";""London""",,,,
"CADE;""1982"";""Donald W. Loveland"";""Duke""",,,,
"CADE;""1984"";""Robert Shostak"";""SRI""",,,,
"CADE;""1986"";""Joerg Siekmann"";""Univ. Kaiserslautern""",,,,
"CADE;""1988"";""Ewing Lusk"";""Argonne National Laboratory""",,,,
"CADE;""1988"";""Ross Overbeek"";""Argonne National Laboratory""",,,,
"CADE;""1990"";""Mark Stickel"";""SRI""",,,,
"CADE;""1992"";""Deepak Kapur"";""University at Albany - SUNY""",,,,
"CADE;""1994"";""Alan Bundy"";""University of Edinburgh""",,,,
"CADE;""1996"";""Michael McRobbie"";""The Australian National University""",,,,
"CADE;""1996"";""John K. Slaney"";""The Australian National University""",,,,
"CADE;""1997"";""William McCune"";""Argonne National Laboratory""",,,,
"CADE;""1998"";""Claude Kirchner"";""Nancy""",,,,
"CADE;""1998"";""Helene Kirchner"";""Nancy""",,,,
"CADE;""1999"";""Harald Ganzinger"";""Saarbrücken""",,,,
"CADE;""2000"";""David McAllester"";""AT&T Labs-Research""",,,,
"CADE;""2001"";""Rajeev Goré"";""Australian National Univ."," Canberra""",,,
"CADE;""2001"";""Alexander Leitsch"";""TU Wien""",,,,
"CADE;""2001"";""Tobias Nipkow"";""TU München""",,,,
"CADE;""2002"";""Andrei Voronkov"";""University of Manchester""",,,,
"CADE;""2003"";""Franz Baader"";""Dresden University of Technology"," Germany""",,,
"CADE;""2004"";""David Basin"";""ETH Zürich"," Switzerland""",,,
"CADE;""2004"";""Michaël Rusinowitch"";""LORIA and INRIA Lorraine"," France""",,,
"CADE;""2005"";""Robert Nieuwenhuis"";""Universidad Politécnica de Cataluna""",,,,
"CADE;""2006"";""Ulrich Furbach"";",,,,
"CADE;""2006"";""Natarajan Shankar"";",,,,
"CADE;""2007"";""Frank Pfenning"";""Carnegie Mellon University""",,,,
"CADE;""2008"";""Alessandro Armando"";",,,,
"CADE;""2008"";""Peter Baumgartner"";",,,,
"CADE;""2008"";""Gilles Dowek"";",,,,
"CADE;""2009"";""Renate Schmidt"";""The University of Manchester""",,,,
"CADE;""2010"";""Jürgen Giesl"";",,,,
"CADE;""2010"";""Reiner Hähnle"";",,,,
"CADE;""2011"";""Nikolaj Bjørner"";""Microsoft Research"," USA""",,,
"CADE;""2011"";""Viorica Sofronie-Stokkermans"";""Max Planck Institute for Informatics"," Germany""",,,
"CADE;""2012"";""Bernhard Gramlich"";""TU Wien"," Austria""",,,
"CADE;""2012"";""Dale Miller 0001"";""INRIA Saclay - Île-de-France"," France""",,,
"CADE;""2012"";""Ulrike Sattler"";""University of Manchester"," UK""",,,
"CADE;""2013"";""Maria Paola Bonacina"";""Università degli Studi di Verona"," Italy""",,,
"CADE;""2014"";""Stéphane Demri"";""CNRS", France and NYU," USA""",,
"CADE;""2014"";""Deepak Kapur"";""University of New Mexico"," USA""",,,
"CADE;""2014"";""Christoph Weidenbach"";""MPI für Informatik"," Germany""",,,
"CADE;""2015"";""Amy Felty"";""University of Ottawa"," Canada""",,,
"CADE;""2015"";""Aart Middeldorp"";""University of Innsbruck"," Austria""",,,
"CADE;""2016"";""Nicola Olivetti"";""LSIS", University of Aix-Marseille," France""",,
"CADE;""2016"";""Ashish Tiwari"";""SRI International"," USA""",,,
"CADE;""2017"";""Leonardo de Moura"";""Microsoft Research""",,,,
"CADE;""2018"";""Didier Galmiche"";""LORIA - Universitéde Lorraine"," France""",,,
"CADE;""2018"";""Stephan Schulz 0001"";""DHBW Stuttgart"," Germany""",,,
"CADE;""2018"";""Roberto Sebastiani"";""University of Trento"," Italy""",,,
"CAV;""1990"";""E.M. Clarke"";",,,,
"CAV;""1990"";""R. P. Kurshan"";",,,,
"CAV;""1992"";""Gregor v. Bochmann"";""Universit6 de Montreal""",,,,
"CAV;""1993"";""Costas Courcoubetis"";""University of Crete and FORTH""",,,,
"CAV;""1994"";""David Dill"";""Stanford University""",,,,
"CAV;""1995"";""Pierre Wolper"";""the University of Liege""",,,,
"CAV;""1996"";""R. Alur"";""Bell Labs"," USA""",,,
"CAV;""1996"";""T.A. Henzinger"";""University of California at Berkeley"," USA""",,,
"CAV;""1997"";""Orna Grumberg"";""the Technion-Israel Institute of Technology"," Haifa""",,,
"CAV;""1998"";""Alan Hu"";""Univ. of British Columbia"," Canada""",,,
"CAV;""1998"";""Moshe Vardi"";""Rice University"," USA""",,,
"CAV;""1999"";""Nicolas Halbwachs"";""co-chair", VERIMAG," France""",,
"CAV;""1999"";""Doron Peled"";""BellLabs", USA and Technion," Israel""",,
"CAV;""2000"";""E. Allen Emerson"";""University Texas-Austin""",,,,
"CAV;""2000"";""A. Prasad Sistla"";""University Illinois-Chicago""",,,,
"CAV;""2001"";""Gérard Berry"";""Esterel T.""",,,,
"CAV;""2001"";""Hubert Comon"";""LSV & Stanford University""",,,,
"CAV;""2001"";""Alain Finkel"";""LSV""",,,,
"CAV;""2002"";""Ed Brinksma"";""Twente""",,,,
"CAV;""2002"";""Kim Guldstrand Larsen"";""Aalborg""",,,,
"CAV;""2003"";""Warren A. Hunt"";""Texas University""",,,,
"CAV;""2003"";""Fabio Somenzi"";""Colorado""",,,,
"CAV;""2004"";""Rajeev Alur"";""University of Pennsylvania"," USA""",,,
"CAV;""2004"";""Doron Peled"";""University of Warwick"," UK""",,,
"CAV;""2005"";""Kousha Etessami"";""University of Edinburgh""",,,,
"CAV;""2005"";""Sriram Rajamani"";""Microsoft Research""",,,,
"CAV;""2006"";""Thomas Ball"";""Microsoft Research""",,,,
"CAV;""2006"";""Robert Jones"";""Intel""",,,,
"CAV;""2007"";""Werner Damm"";""U Oldenburg""",,,,
"CAV;""2007"";""Holger Hermanns"";""Saarland U""",,,,
"CAV;""2008"";""Aarti Gupta"";""NEC Labs America""",,,,
"CAV;""2008"";""Sharad Malik"";""Princeton University""",,,,
"CAV;""2009"";""Ahmed Bouajjani"";""", LIAFA/Paris 7," France""",,
"CAV;""2009"";""Oded Maler"";""", VERIMAG/CNRS," France""",,
"CAV;""2010"";""Byron Cook"";""Microsoft Research"," United Kingdom""",,,
"CAV;""2010"";""Paul B. Jackson"";""School of Informatics", University of Edinburgh," United Kingdom""",,
"CAV;""2010"";""Tayssir Touili"";""LIAFA", CNRS & University Paris Diderot," France""",,
"CAV;""2012"";""P. Madhusudan"";""University of Illinois at Urbana-Champaign"," USA""",,,
"CAV;""2012"";""Sanjit A. Seshia"";""University of California at Berkeley"," USA""",,,
"CAV;""2013"";""Natasha Sharygina"";""University of Lugano""",,,,
"CAV;""2013"";""Helmut Veith"";""TU Vienna""",,,,
"CAV;""2014"";""Armin Biere"";""Johannes Kepler University of Linz"," Austria""",,,
"CAV;""2014"";""Roderick Bloem"";""Graz University of Technology"," Austria""",,,
"CONCUR;""1988"";""F. Vogt"";""U Hamburg""",,,,
"CONCUR;""1990"";""J.W. Klop"";""Amsterdam""",,,,
"CONCUR;""1991"";""J.C.M. Baeten"";",,,,
"CONCUR;""1992"";""R. Cleaveland"";""N.C. State University""",,,,
"CONCUR;""1993"";""Eike Best"";",,,,
"CONCUR;""1994"";""Joachim Parrow"";",,,,
"CONCUR;""1996"";""Ugo Montanari"";""Pisa""",,,,
"CONCUR;""1997"";""Antoni Mazurkiewicz"";""Warsaw""",,,,
"CONCUR;""1997"";""Józef Winkowski"";""Warsaw""",,,,
"CONCUR;""1999"";""Jos Baeten"";""Eindhoven University of Technology""",,,,
"CONCUR;""1999"";""Sjouke Mauw"";""Eindhoven University of Technology""",,,,
"CONCUR;""2000"";""Dale Miller 0001"";""Penn State University"," USA""",,,
"CONCUR;""2000"";""Catuscia Palamidessi"";""Penn State University"," USA""",,,
"CONCUR;""2001"";""Kim Guldstrand Larsen"";""Aalborg University"," DK""",,,
"CONCUR;""2001"";""Mogens Nielsen"";""Aarhus University"," DK""",,,
"CONCUR;""2002"";""Petr Jancar"";""Technical University of Ostrava"," Czech Republic""",,,
"CONCUR;""2002"";""Mojmír Kretínský"";""Masaryk University Brno"," Czech Republic""",,,
"CONCUR;""2003"";""Roberto Amadio"";""University of Provence", Marseille," France""",,
"CONCUR;""2003"";""Denis Lugiez"";""University of Provence", Marseille," France""",,
"CONCUR;""2004"";""Philippa Gardner"";""Imperial College London"," UK""",,,
"CONCUR;""2004"";""Nobuko Yoshida"";""Imperial College London"," UK""",,,
"CONCUR;""2005"";""Martín Abadi"";""University of California"," Santa Cruz""",,,
"CONCUR;""2005"";""Luca de Alfaro"";""University of California"," Santa Cruz""",,,
"CONCUR;""2007"";""Luís Caires"";""Universidade Nova de Lisboa"," Portugal""",,,
"CONCUR;""2007"";""Vasco T. Vasconcelos"";""Universidade de Lisboa"," Portugal""",,,
"CONCUR;""2009"";""Mario Bravetti"";""University of Bologna"," Italy""",,,
"CONCUR;""2009"";""Gianluigi Zavattaro"";""University of Bologna"," Italy""",,,
"CONCUR;""2010"";""Paul Gastin"";""LSV", ENS Cachan," France""",,
"CONCUR;""2010"";""François Laroussinie"";""LIAFA", Université Denis Diderot - Paris 7,"France""",,
"CONCUR;""2015"";""Luca Aceto"";",,,,
"CONCUR;""2015"";""David de Frutos-Escrig"";",,,,
"CONCUR;""2016"";""Josée Desharnais"";",,,,
"CONCUR;""2016"";""Radha Jagadeesan"";",,,,
"CONCUR;""2017"";""Roland Meyer"";",,,,
"CONCUR;""2017"";""Uwe Nestmann"";",,,,
"CONCUR;""2018"";""Sven Schewe"";""University of Liverpool"," UK""",,,
"CONCUR;""2018"";""Lijun Zhang"";""Institute of Software", Chinese Academy of Sciences," China""",,
"FOCS;""1979"";""S. Rao Kosaraju"";",,,,
"FOCS;""1980"";""Andrew C. Yao"";",,,,
"FOCS;""1995"";""Prabhakar Raghavan"";""IBM Research""",,,,
"FOCS;""1996"";""Martin Tompa"";""University of Washington""",,,,
"FOCS;""1997"";""Anna Karlin"";""University of Washington""",,,,
"FOCS;""1998"";""Rajeev Motwani"";""Stanford University""",,,,
"FOCS;""1999"";""Paul Beame"";""University of Washington""",,,,
"FOCS;""2000"";""Avrim Blum"";""Carnegie Mellon University""",,,,
"FOCS;""2001"";""Moni Naor"";""Weizmann"," Stanford and IBM Alamden""",,,
"FOCS;""2002"";""Bernard Chazelle"";""Princeton & NEC Research""",,,,
"FOCS;""2003"";""Madhu Sudan"";""MIT""",,,,
"FOCS;""2004"";""Eli Upfal"";""Brown University""",,,,
"FOCS;""2005"";""Éva Tardos"";""Cornell""",,,,
"FOCS;""2006"";""Sanjeev Arora"";""Princeton University""",,,,
"FOCS;""2007"";""Alistair Sinclair"";""University of California"," Berkeley""",,,
"FOCS;""2008"";""R. Ravi 0001"";""Carnegie Mellon University""",,,,
"FOCS;""2009"";""Daniel Spielman"";""Yale University""",,,,
"FOCS;""2010"";""Luca Trevisan"";""Stanford University and University of California – Berkeley"," USA""",,,
"FOCS;""2011"";""Rafail Ostrovsky"";""University of California"," Los Angeles""",,,
"FOCS;""2012"";""Tim Roughgarden"";""Stanford University"," USA""",,,
"FOCS;""2013"";""Omer Reingold"";""Microsoft Research Silicon Valley""",,,,
"FOCS;""2014"";""Boaz Barak"";""Microsoft Research""",,,,
"FOCS;""2015"";""Venkatesan Guruswami"";""Carnegie Mellon University""",,,,
"FOCS;""2016"";""Irit Dinur"";""Weizmann Institute of Science""",,,,
"FOCS;""2017"";""Chris Umans"";""Caltech""",,,,
"FOCS;""2018"";""Mikkel Thorup"";""University of Copenhagen""",,,,
"LICS;""1986"";""Albert R. Meyer"";",,,,
"LICS;""1987"";""David Gries"";""Cornell University""",,,,
"LICS;""1988"";""Yuri Gurevich"";""University of Michigan""",,,,
"LICS;""1989"";""Rohit Parikh"";""City University of New York""",,,,
"LICS;""1990"";""Albert R. Meyer"";""MIT Lab. for Computer Science""",,,,
"LICS;""1991"";""Gilles Kahn"";",,,,
"LICS;""1992"";""Andre Scedrov"";""University of Pennsylvania""",,,,
"LICS;""1993"";""Moshe Y. Vardi"";""IBM Research""",,,,
"LICS;""1994"";""Samson Abramsky"";""Imperial Coll.""",,,,
"LICS;""1995"";""Dexter C. Kozen"";""Cornell University""",,,,
"LICS;""1996"";""Edmund M. Clarke"";""Carnegie-Mellon University""",,,,
"LICS;""1997"";""Glynn Winskel"";""University of Aarhus""",,,,
"LICS;""1998"";""Vaughan R. Pratt"";""LICS""",,,,
"LICS;""1999"";""Giuseppe Longo"";""LICS""",,,,
"LICS;""2000"";""Martín Abadi"";""Bell Labs""",,,,
"LICS;""2001"";""Joseph Y. Halpern"";""Cornell University""",,,,
"LICS;""2002"";""Gordon D. Plotkin"";""The University of Edinburgh""",,,,
"LICS;""2003"";""Phokion G. Kolaitis"";""University of California"," Santa Cruz""",,,
"LICS;""2004"";""Harald Ganzinger"";""MPI"," Saarbruecken""",,,
"LICS;""2005"";""Prakash Panangaden"";""McGill University"," Montreal""",,,
"LICS;""2006"";""Rajeev Alur"";""University of Pennsylvania""",,,,
"LICS;""2007"";""C.-H. Luke Ong"";""University of Oxford""",,,,
"LICS;""2008"";""Frank Pfenning"";""Carnegie Mellon University"," Pittsburgh""",,,
"LICS;""2009"";""Andrew M. Pitts"";""University of Cambridge"," UniversityK.""",,,
"LICS;""2010"";""Jean-Pierre Jouannaud"";""INRIA and Tsinghua University"," Beijing""",,,
"LICS;""2011"";""Martin Grohe"";""Humboldt University"," Berlin""",,,
"LICS;""2012"";""Nachum Dershowitz"";""Tel Aviv University""",,,,
"LICS;""2013"";""Orna Kupferman"";""Hebrew University""",,,,
"LICS;""2015"";""Catuscia Palamidessi"";""INRIA & E. Polytechnique""",,,,
"LICS;""2016"";""Natarajan Shankar"";""SRI International""",,,,
"LICS;""2017"";""Joël Ouaknine"";""MPI for Software Systems and Oxford University""",,,,
"LICS;""2018"";""Martin Hofmann 0001"";""LMU Munich""",,,,
"COMPGEOM;""1995"";""Emo Welzl"";""Freie Universitat Berlin""",,,,
"COMPGEOM;""1996"";""Leonidas J. Guibas"";""Stanford University""",,,,
"COMPGEOM;""2002"";""Chandrajit Bajaj"";""U of Texas at Austin""",,,,
"COMPGEOM;""2002"";""Subhash Suri"";""U of California"," Santa Barbara""",,,
"COMPGEOM;""2003"";""Mark de Berg"";""TU Eindhoven""",,,,
"COMPGEOM;""2003"";""David Mount"";""University of Maryland""",,,,
"COMPGEOM;""2004"";""Jean-Daniel Boissonnat"";""INRIA Sophia Antipolis""",,,,
"COMPGEOM;""2004"";""Jack Snoeyink"";""UNC Chapel Hill""",,,,
"COMPGEOM;""2005"";""Joe Mitchell"";""SUNY Stony Brook""",,,,
"COMPGEOM;""2005"";""Günter Rote"";""Freie Universität Berlin""",,,,
"COMPGEOM;""2006"";""Nina Amenta"";""University of California at Davis""",,,,
"COMPGEOM;""2006"";""Otfried Cheong"";""Korea Advanced Institute of Science and Technology""",,,,
"COMPGEOM;""2007"";""Jeff Erickson"";""University of Illinois", Urbana-Champaign," USA""",,
"COMPGEOM;""2008"";""Monique Teillaud"";""INRIA Sophia Antipolis""",,,,
"COMPGEOM;""2009"";""John Hershberger"";""Mentor Graphics Corp.""",,,,
"COMPGEOM;""2010"";""David G. Kirkpatrick"";""University of British Columbia"," Canada""",,,
"COMPGEOM;""2011"";""Ferran Hurtado"";""Universitat Politècnica de Catalunya""",,,,
